date,pm10,pm25
2023-03-16 01,25,16
2023-03-16 02,29,20
2023-03-16 03,30,21
2023-03-16 04,28,19
2023-03-16 05,27,19
2023-03-16 06,28,18
2023-03-16 07,44,16
2023-03-16 08,66,16
2023-03-16 09,76,15
2023-03-16 10,73,12
2023-03-16 11,67,10
2023-03-16 12,57,7
2023-03-16 13,44,5
2023-03-16 14,33,2
2023-03-16 15,26,1
2023-03-16 16,23,1
2023-03-16 17,21,3
2023-03-16 18,20,5
2023-03-16 19,23,7
2023-03-16 20,25,8
2023-03-16 21,26,10
2023-03-16 22,29,11
2023-03-16 23,27,11
2023-03-17 00,27,12
2023-03-17 01,26,11
2023-03-17 02,24,10
2023-03-17 03,23,12
2023-03-17 04,23,12
2023-03-17 05,27,13
2023-03-17 06,35,14
2023-03-17 07,42,15
2023-03-17 08,44,15
2023-03-17 09,47,15
2023-03-17 10,45,16
2023-03-17 11,44,16
2023-03-17 12,46,17
2023-03-17 13,47,19
2023-03-17 14,49,19
2023-03-17 15,46,19
2023-03-17 16,45,21
2023-03-17 17,47,22
2023-03-17 18,52,22
2023-03-17 19,49,19
2023-03-17 20,43,16
2023-03-17 21,37,12
2023-03-17 22,34,10
2023-03-17 23,31,8
2023-03-18 00,31,8
2023-03-18 01,31,11
2023-03-18 02,36,13
2023-03-18 03,37,16
2023-03-18 04,38,16
2023-03-18 05,39,15
2023-03-18 06,37,15
2023-03-18 07,35,18
2023-03-18 08,36,17
2023-03-18 09,37,16
2023-03-18 10,37,16
2023-03-18 11,35,15
2023-03-18 12,34,14
2023-03-18 13,31,12
2023-03-18 14,28,10
2023-03-18 15,26,9
2023-03-18 16,24,8
2023-03-18 17,24,9
2023-03-18 18,27,12
2023-03-18 19,34,17
2023-03-18 20,40,23
2023-03-18 21,41,25
2023-03-18 22,42,26
2023-03-18 23,40,26
2023-03-19 00,37,26
2023-03-19 01,37,27
2023-03-19 02,41,30
2023-03-19 03,44,31
2023-03-19 04,46,30
2023-03-19 05,49,30
2023-03-19 06,49,31
2023-03-19 07,52,33
2023-03-19 08,56,32
2023-03-19 09,58,30
2023-03-19 10,57,28
2023-03-19 11,59,28
2023-03-19 12,61,26
2023-03-19 13,59,23
2023-03-19 14,55,18
2023-03-19 15,49,14
2023-03-19 16,46,10
2023-03-19 17,49,11
2023-03-19 18,54,14
2023-03-19 19,56,21
2023-03-19 20,60,24
2023-03-19 21,63,25
2023-03-19 22,63,28
2023-03-19 23,64,31
2023-03-20 00,65,34
2023-03-20 01,63,35
2023-03-20 02,60,39
2023-03-20 03,58,40
2023-03-20 04,58,38
2023-03-20 05,57,36
2023-03-20 06,57,37
2023-03-20 07,58,38
2023-03-20 08,60,37
2023-03-20 09,60,35
2023-03-20 10,60,34
2023-03-20 11,,
2023-03-20 12,,
2023-03-20 13,66,31
2023-03-20 14,53,22
2023-03-20 15,48,18
2023-03-20 16,53,19
2023-03-20 17,55,20
2023-03-20 18,56,20
2023-03-20 19,55,25
2023-03-20 20,56,25
2023-03-20 21,56,25
2023-03-20 22,56,26
2023-03-20 23,56,27
2023-03-21 00,57,28
2023-03-21 01,58,26
2023-03-21 02,58,26
2023-03-21 03,58,27
2023-03-21 04,57,28
2023-03-21 05,58,29
2023-03-21 06,57,30
2023-03-21 07,56,30
2023-03-21 08,56,29
2023-03-21 09,56,29
2023-03-21 10,56,27
2023-03-21 11,54,22
2023-03-21 12,51,18
2023-03-21 13,49,16
2023-03-21 14,49,17
2023-03-21 15,48,17
2023-03-21 16,43,13
2023-03-21 17,42,13
2023-03-21 18,43,14
2023-03-21 19,47,18
2023-03-21 20,47,21
2023-03-21 21,38,18
2023-03-21 22,34,11
2023-03-21 23,32,11
2023-03-22 00,31,15
2023-03-22 01,32,18
2023-03-22 02,32,21
2023-03-22 03,34,22
2023-03-22 04,32,22
2023-03-22 05,31,22
2023-03-22 06,29,21
2023-03-22 07,29,21
2023-03-22 08,29,20
2023-03-22 09,29,19
2023-03-22 10,28,16
2023-03-22 11,21,10
2023-03-22 12,16,7
2023-03-22 13,17,7
2023-03-22 14,17,8
2023-03-22 15,19,11
2023-03-22 16,21,12
2023-03-22 17,20,12
2023-03-22 18,19,11
2023-03-22 19,21,11
2023-03-22 20,22,11
2023-03-22 21,19,11
2023-03-22 22,17,10
2023-03-22 23,13,9
2023-03-23 00,11,8
2023-03-23 01,9,
2023-03-23 02,7,
2023-03-23 03,9,13
2023-03-23 04,9,
2023-03-23 05,9,9
2023-03-23 06,8,9
2023-03-23 07,7,6
2023-03-23 08,6,4
2023-03-23 09,6,4
2023-03-23 10,6,3
2023-03-23 11,6,1
2023-03-23 12,3,1
2023-03-23 13,5,1
2023-03-23 14,4,3
2023-03-23 15,3,3
2023-03-23 16,3,2
2023-03-23 17,7,2
2023-03-23 18,11,3
2023-03-23 19,14,6
2023-03-23 20,16,7
2023-03-23 21,19,8
2023-03-23 22,22,8
2023-03-23 23,21,9
2023-03-24 00,19,10
2023-03-24 01,13,9
2023-03-24 02,15,8
2023-03-24 03,17,10
2023-03-24 04,15,11
2023-03-24 05,14,12
2023-03-24 06,14,11
2023-03-24 07,12,8
2023-03-24 08,12,8
2023-03-24 09,14,8
2023-03-24 10,13,8
2023-03-24 11,10,7
2023-03-24 12,16,8
2023-03-24 13,23,12
2023-03-24 14,25,14
2023-03-24 15,30,14
2023-03-24 16,44,16
2023-03-24 17,42,17
2023-03-24 18,38,16
2023-03-24 19,49,17
2023-03-24 20,64,21
2023-03-24 21,77,21
2023-03-24 22,82,21
2023-03-24 23,82,20
2023-03-25 00,80,18
2023-03-25 01,82,18
2023-03-25 02,80,20
2023-03-25 03,74,18
2023-03-25 04,73,18
2023-03-25 05,78,20
2023-03-25 06,78,20
2023-03-25 07,74,19
2023-03-25 08,73,18
2023-03-25 09,73,17
2023-03-25 10,74,16
2023-03-25 11,79,15
2023-03-25 12,82,15
2023-03-25 13,85,15
2023-03-25 14,86,15
2023-03-25 15,91,16
2023-03-25 16,98,17
2023-03-25 17,100,16
2023-03-25 18,98,16
2023-03-25 19,96,17
2023-03-25 20,94,17
2023-03-25 21,89,20
2023-03-25 22,88,21
2023-03-25 23,86,20
2023-03-26 00,86,19
2023-03-26 01,87,19
2023-03-26 02,88,17
2023-03-26 03,87,20
2023-03-26 04,86,20
2023-03-26 05,84,20
2023-03-26 06,79,18
2023-03-26 07,80,18
2023-03-26 08,83,18
2023-03-26 09,84,19
2023-03-26 10,84,19
2023-03-26 11,84,18
2023-03-26 12,84,17
2023-03-26 13,80,16
2023-03-26 14,76,13
2023-03-26 15,73,11
2023-03-26 16,74,12
2023-03-26 17,73,16
2023-03-26 18,77,20
2023-03-26 19,78,24
2023-03-26 20,77,27
2023-03-26 21,73,28
2023-03-26 22,67,28
2023-03-26 23,58,22
2023-03-27 00,43,17
2023-03-27 01,36,16
2023-03-27 02,32,18
2023-03-27 03,30,17
2023-03-27 04,29,13
2023-03-27 05,26,11
2023-03-27 06,24,11
2023-03-27 07,24,11
2023-03-27 08,25,12
2023-03-27 09,25,10
2023-03-27 10,22,6
2023-03-27 11,19,5
2023-03-27 12,20,4
2023-03-27 13,21,2
2023-03-27 14,21,3
2023-03-27 15,23,4
2023-03-27 16,24,4
2023-03-27 17,25,5
2023-03-27 18,27,6
2023-03-27 19,28,10
2023-03-27 20,30,13
2023-03-27 21,37,16
2023-03-27 22,39,17
2023-03-27 23,37,17
2023-03-28 00,34,17
2023-03-28 01,33,17
2023-03-28 02,33,19
2023-03-28 03,35,21
2023-03-28 04,34,22
2023-03-28 05,33,24
2023-03-28 06,36,25
2023-03-28 07,38,26
2023-03-28 08,43,28
2023-03-28 09,47,28
2023-03-28 10,43,26
2023-03-28 11,45,24
2023-03-28 12,45,22
2023-03-28 13,43,19
2023-03-28 14,36,15
2023-03-28 15,36,12
2023-03-28 16,39,11
2023-03-28 17,48,16
2023-03-28 18,52,20
2023-03-28 19,49,21
2023-03-28 20,49,22
2023-03-28 21,48,24
2023-03-28 22,52,26
2023-03-28 23,53,29
2023-03-29 00,54,33
2023-03-29 01,55,34
2023-03-29 02,54,32
2023-03-29 03,53,32
2023-03-29 04,52,33
2023-03-29 05,53,33
2023-03-29 06,54,34
2023-03-29 07,54,34
2023-03-29 08,56,35
2023-03-29 09,63,36
2023-03-29 10,78,39
2023-03-29 11,95,42
2023-03-29 12,106,43
2023-03-29 13,96,42
2023-03-29 14,78,35
2023-03-29 15,70,31
2023-03-29 16,65,27
2023-03-29 17,66,26
2023-03-29 18,74,31
2023-03-29 19,88,40
2023-03-29 20,101,47
2023-03-29 21,109,53
2023-03-29 22,111,57
2023-03-29 23,112,59
2023-03-30 00,112,62
2023-03-30 01,110,66
2023-03-30 02,106,65
2023-03-30 03,103,63
2023-03-30 04,93,60
2023-03-30 05,88,57
2023-03-30 06,86,55
2023-03-30 07,88,54
2023-03-30 08,88,53
2023-03-30 09,82,51
2023-03-30 10,81,53
2023-03-30 11,83,53
2023-03-30 12,84,52
2023-03-30 13,80,45
2023-03-30 14,76,37
2023-03-30 15,74,30
2023-03-30 16,77,27
2023-03-30 17,78,25
2023-03-30 18,74,28
2023-03-30 19,72,30
2023-03-30 20,66,30
2023-03-30 21,69,32
2023-03-30 22,68,34
2023-03-30 23,66,34
2023-03-31 00,63,35
2023-03-31 01,62,38
2023-03-31 02,63,38
2023-03-31 03,64,39
2023-03-31 04,61,40
2023-03-31 05,64,39
2023-03-31 06,63,39
2023-03-31 07,60,39
2023-03-31 08,58,39
2023-03-31 09,58,35
2023-03-31 10,57,32
2023-03-31 11,57,31
2023-03-31 12,55,26
2023-03-31 13,45,20
2023-03-31 14,41,15
2023-03-31 15,44,14
2023-03-31 16,41,14
2023-03-31 17,40,15
2023-03-31 18,42,18
2023-03-31 19,47,23
2023-03-31 20,52,26
2023-03-31 21,55,30
2023-03-31 22,60,35
2023-03-31 23,64,38
